"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","percent.rRNA","percent.protein","sample_name","original_sample_name","Batch","Cell_type","Compartment","Species","sampling_type","treatment","ERCC","Sequencer","Sequencing_run","Sequencing_protocol","i5_index","i7_index","cDNA_profile","cDNA_concentration","trial","Date","Probe","Cell_NO","Extract_NO","Note","Volume_preloaded_buffer_fl","Volume_extract_and_preload_fl","Volume_cell_extract_fl","Extraction_time_h","library_concentration","mCherry_TNFa","double_extraction","double_extraction_order","celltype_treatment","input.reads","ave.read.len","uniquely.mapped","multiple.mapped","too.many.mapped","too.many.mismatches","too.short","others","mCherry.log.intercept","mCherry.log.slope","mCherry.AUC","sample_ID"
"G9_Mock_F7","G9",427879,8878,8.69054101743717,11.4672606040493,77.5590762809112,"G9_Mock_F7","G9_Mock_F7","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S513","Ad2.19","pass",2.269355986,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",758609,73,576624,0,141401,0,4.94,0.41,NA,NA,NA,"sample268"
"Live_seq_exp7_47","Live",815176,2138,0.000981383161427716,26.6681060286368,71.6456323542401,"Live_seq_exp7_47","Live_seq_exp7_47","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S505","Ad2.11","",0.270999664,"no","20190325","_10 09-12",NA,NA,"",0,2190,2190,"","","-","",NA,"Raw264.7_LPS_treated",2417406,74,1383121,0,467838,0,22.79,0.64,NA,NA,NA,"sample269"
"Live_seq_exp7_130","Live",941988,3112,5.26248742022191,7.09085466056892,84.848957736192,"Live_seq_exp7_130","Live_seq_exp7_34","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S506","Ad2.22","",0.614666626,"no","20190319","_10 11-24",NA,NA,"",926,1649,723,"","","-","",NA,"Raw264.7_LPS_treated",1741141,74,1254118,0,326945,0,5.16,4.03,NA,NA,NA,"sample270"
"G9_Mock_B2","G9",377221,9088,11.9969460873069,12.7734139933885,72.3122519690049,"G9_Mock_B2","G9_Mock_B2","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.14","pass",1.874408468,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",701317,73,532128,0,128427,0,5.28,0.53,NA,NA,NA,"sample271"
"G9_LPS_E9","G9",203626,3207,0.567216367261548,3.87720625067526,93.6245862512646,"G9_LPS_E9","G9_LPS_E9","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.9","pass",0.276639284,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",367925,74,256688,0,77817,0,8.36,0.72,NA,NA,NA,"sample272"
"G9_Mock_G1","G9",318842,8102,7.0367141091826,10.6021164087542,79.2784513959892,"G9_Mock_G1","G9_Mock_G1","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S511","Ad2.13","pass",4.453575876,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",566014,73,431290,0,100126,0,5.74,0.37,NA,NA,NA,"sample273"
"Live_seq_exp7_110","Live",495098,2976,4.52880035871686,5.78733907226448,88.9969258611426,"Live_seq_exp7_110","Live_seq_exp7_56","7","IBA","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S507","Ad2.14","",0.597409975,"no","20190405","_10 10-37",NA,NA,"",540,1926,1386,"","","","",NA,"IBA_not_treated",866386,74,633445,0,146577,0,3.37,6.59,NA,NA,NA,"sample274"
"G9_LPS_H9","G9",362601,7472,6.35464325801639,10.1930220821233,82.30093132672,"G9_LPS_H9","G9_LPS_H9","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.9","pass",3.207919721,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",625918,74,476963,0,121760,0,3.95,0.39,NA,NA,NA,"sample275"
"IBA_H1","IBA",261953,9140,10.2354239119231,10.6419853943265,78.8297900768459,"IBA_H1","IBA_H1","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.27","pass",4.930804127,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",456688,74,350727,0,81703,0,5.13,0.18,NA,NA,NA,"sample276"
"Live_seq_exp7_51","Live",584626,1876,26.6269375635021,41.4405106854639,32.9732170652691,"Live_seq_exp7_51","Live_seq_exp7_51","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S504","Ad2.3","",0.540050701,"no","20190326","_10 10-03",NA,NA,"detached",186,1200,1014,"","","-","",NA,"Raw264.7_not_treated",2255027,74,1247105,0,457034,0,23.85,0.58,NA,NA,NA,"sample277"
"G9_Mock_G8","G9",355134,7756,10.9775465035733,14.9540736735993,74.3288448867188,"G9_Mock_G8","G9_Mock_G8","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S511","Ad2.20","pass",1.252188223,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",660372,73,496431,0,132710,0,4.35,0.38,NA,NA,NA,"sample278"
"G9_LPS_B3","G9",401301,7113,7.78742141185793,10.3824809806106,81.0202316964074,"G9_LPS_B3","G9_LPS_B3","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.3","pass",1.563470904,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",722363,74,551426,0,138976,0,3.93,0.5,NA,NA,NA,"sample279"
"Live_seq_exp7_138","Live",793244,4327,4.54248629677628,7.15101532441468,86.4291441221112,"Live_seq_exp7_138","Live_seq_exp7_107","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S505","Ad2.18","",0.59111817,"no","20190508","_11 06-15",NA,NA,"",121,1105,983,"","","medium","",NA,"Raw264.7_LPS_treated",1425500,74,1053353,0,272388,0,4.53,2.47,11.3902379158764,0.106235815787518,342618.757075,"sample280"
"G9_Mock_G3","G9",730347,9662,7.65485447328462,15.6348968367091,74.2729141079514,"G9_Mock_G3","G9_Mock_G3","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S511","Ad2.15","pass",2.853771571,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1387958,72,1028053,0,285462,0,4.66,0.7,NA,NA,NA,"sample281"
"IBA_B4","IBA",166463,8442,6.79850777650289,10.3410367469047,83.0683094741775,"IBA_B4","IBA_B4","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.30","pass",2.967630315,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",280912,74,218918,0,51286,0,3.59,0.23,NA,NA,NA,"sample282"
"IBA_A11","IBA",566602,9040,6.83301506171881,9.39124817773322,84.5041139988916,"IBA_A11","IBA_A11","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S520","Ad2.37","pass",2.342741505,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",936971,74,738206,0,165766,0,3.27,0.25,NA,NA,NA,"sample283"
"IBA_G12","IBA",282821,9663,6.76222769879182,11.5960271691282,81.5639574147606,"IBA_G12","IBA_G12","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S511","Ad2.38","pass",3.258059064,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",483265,74,377903,0,89472,0,3.13,0.16,NA,NA,NA,"sample284"
"IBA_D8","IBA",493798,9491,5.8120932041037,9.42247639723126,83.7889177355923,"IBA_D8","IBA_D8","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.34","pass",2.365869062,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",828976,73,639999,0,149862,0,4.37,0.35,NA,NA,NA,"sample285"
"Live_seq_exp7_141","Live",1348804,5865,5.5393518999054,9.10918117087435,83.2243973179202,"Live_seq_exp7_141","Live_seq_exp7_141","scRNA","Raw264.7_G9","cytoplasm","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S505","Ad2.21","",1.008484774,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",2405662,74,1806827,0,477638,0,4.14,0.9,NA,NA,NA,"sample286"
"G9_LPS_G3","G9",425055,8510,5.69996823940431,9.22021855995107,85.07651950924,"G9_LPS_G3","G9_LPS_G3","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S511","Ad2.3","pass",4.150415662,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",755923,73,567955,0,150319,0,4.48,0.5,NA,NA,NA,"sample287"
"G9_Mock_D3","G9",278305,7982,6.96753561739818,14.1147302420007,76.0981656815364,"G9_Mock_D3","G9_Mock_D3","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.15","pass",0.3591087,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",661275,74,505967,0,112308,0,6.09,0.41,NA,NA,NA,"sample288"
"G9_LPS_B9","G9",383386,8286,7.505490549994,10.5473334967891,79.9724037914791,"G9_LPS_B9","G9_LPS_B9","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.9","pass",4.187800679,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",692705,74,525340,0,134525,0,4.24,0.5,NA,NA,NA,"sample289"
"G9_LPS_D3","G9",524761,8477,8.97322781228026,7.85081208397728,83.4757156114879,"G9_LPS_D3","G9_LPS_D3","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.3","pass",1.923547641,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",874699,74,685649,0,152940,0,3.77,0.35,NA,NA,NA,"sample290"
"IBA_E4","IBA",149748,7786,9.23217672356225,12.3260410823517,78.352298528194,"IBA_E4","IBA_E4","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.30","pass",1.658254759,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",271310,74,209397,0,49447,0,4.33,0.27,NA,NA,NA,"sample291"
"IBA_D11","IBA",467990,9376,7.35870424581722,10.9367721532511,82.1786790316032,"IBA_D11","IBA_D11","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.37","pass",2.352526241,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",800102,74,631345,0,141946,0,3.08,0.27,NA,NA,NA,"sample292"
"Live_seq_exp7_44","Live",237666,1445,0.154839144008819,4.36536988883559,89.3367162320231,"Live_seq_exp7_44","Live_seq_exp7_44","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S505","Ad2.8","",0.450926972,"no","20190325","_10 09-27",NA,NA,"",0,1134,1134,"","","medium","",NA,"Raw264.7_not_treated",1755275,74,1028680,0,211615,0,27.62,1.72,NA,NA,NA,"sample293"
"IBA_G8","IBA",357212,9031,6.41103882288389,8.83592936407512,85.2213811406112,"IBA_G8","IBA_G8","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S511","Ad2.34","pass",3.180225938,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",584464,74,458219,0,104538,0,3.46,0.25,NA,NA,NA,"sample294"
"G9_Mock_E8","G9",378174,7344,14.5599644608038,14.1503646469615,72.2952926430691,"G9_Mock_E8","G9_Mock_E8","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.20","pass",0.843453122,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",736111,74,563181,0,139967,0,4.1,0.38,NA,NA,NA,"sample295"
"G9_LPS_D12","G9",391590,7664,8.51400699711433,8.73949794427845,80.2188513496259,"G9_LPS_D12","G9_LPS_D12","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.12","pass",1.961424566,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",663799,74,520811,0,115884,0,3.75,0.33,NA,NA,NA,"sample296"
"IBA_H4","IBA",158806,7672,10.1828646272811,11.2174602974699,79.0096092087201,"IBA_H4","IBA_H4","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.30","pass",1.951352073,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",281619,74,216713,0,53232,0,3.96,0.19,NA,NA,NA,"sample297"
"IBA_G11","IBA",400622,9988,5.00396882847173,9.16849299339527,86.2948115680117,"IBA_G11","IBA_G11","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S511","Ad2.37","pass",3.931871553,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",652126,74,509880,0,119916,0,3.2,0.22,NA,NA,NA,"sample298"
"G9_LPS_C9","G9",254077,6843,10.1791976448085,10.7349346851545,76.0202615742472,"G9_LPS_C9","G9_LPS_C9","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S517","Ad2.9","pass",1.55658419,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",453774,74,349420,0,84925,0,3.96,0.32,NA,NA,NA,"sample299"
"Live_seq_exp7_151","Live",794102,3723,7.08070247902662,7.66501028835087,84.0589747916515,"Live_seq_exp7_151","Live_seq_exp7_26","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S504","Ad2.19","",0.494114413,"no","20190318","_10 11-23",NA,NA,"",0,1059,1059,"","","-","",NA,"Raw264.7_not_treated",1447596,74,1048546,0,277845,0,5.03,3.34,NA,NA,NA,"sample300"
"IBA_B7","IBA",477162,9864,7.88809670510225,11.5627396984672,80.6508062251395,"IBA_B7","IBA_B7","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.33","pass",1.511928482,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",829650,74,642167,0,154885,0,3.64,0.28,NA,NA,NA,"sample301"
"G9_Mock_H3","G9",410878,8633,12.8960421341615,11.1332317622263,76.1464473639377,"G9_Mock_H3","G9_Mock_H3","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.15","pass",2.15994485,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",714974,74,552328,0,130322,0,4.26,0.27,NA,NA,NA,"sample302"
"G9_Mock_F6","G9",332659,7468,11.5250151055585,13.5799722839304,72.5490667620596,"G9_Mock_F6","G9_Mock_F6","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S513","Ad2.18","pass",1.245072051,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",615278,74,465262,0,120279,0,4.54,0.29,NA,NA,NA,"sample303"
"G9_LPS_H1","G9",502283,7711,10.3212730671753,8.84461548569233,79.7954539572313,"G9_LPS_H1","G9_LPS_H1","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.1","pass",1.099601554,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",857713,74,666313,0,155761,0,3.66,0.5,NA,NA,NA,"sample304"
"Live_seq_exp7_128","Live",581499,3005,5.15116964947489,6.2189272896428,86.0919795218908,"Live_seq_exp7_128","Live_seq_exp7_5","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S506","Ad2.20","",0.593928102,"no","20190307","_10 11-34",NA,NA,"detached",0,1246,1246,"","","-","",NA,"Raw264.7_LPS_treated",1097575,74,766242,0,217002,0,5.11,5.31,NA,NA,NA,"sample305"
"G9_LPS_D4","G9",396917,8793,7.1944512328774,11.1403643582915,80.1099474197376,"G9_LPS_D4","G9_LPS_D4","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.4","pass",2.496620591,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",686493,74,530909,0,129006,0,3.56,0.32,NA,NA,NA,"sample306"
"G9_Mock_F2","G9",250460,8296,8.7479038569033,11.4641060448774,77.6658947536533,"G9_Mock_F2","G9_Mock_F2","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S513","Ad2.14","pass",1.8819694,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",440360,74,340602,0,78432,0,4.58,0.26,NA,NA,NA,"sample307"
"G9_Mock_C8","G9",435268,8077,10.7451041657094,15.7303086833859,72.1697896468383,"G9_Mock_C8","G9_Mock_C8","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S517","Ad2.20","pass",1.403406867,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",826311,73,615405,0,168463,0,4.74,0.39,NA,NA,NA,"sample308"
"IBA_D10","IBA",401239,8440,7.96507817036729,22.2807354220303,68.3816877222802,"IBA_D10","IBA_D10","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.36","pass",3.59607721,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",825247,73,619241,0,171152,0,3.92,0.3,NA,NA,NA,"sample309"
"G9_Mock_D7","G9",517590,9292,9.00307192951951,12.097992619641,77.2717788210746,"G9_Mock_D7","G9_Mock_D7","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S516","Ad2.19","pass",1.388729763,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",962429,74,741799,0,172704,0,4.64,0.34,NA,NA,NA,"sample310"
"IBA_C3","IBA",328943,8716,6.33392411451224,9.37122844991381,83.8272892264009,"IBA_C3","IBA_C3","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S517","Ad2.29","pass",1.920663583,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",549964,74,432388,0,97415,0,3.4,0.27,NA,NA,NA,"sample311"
"G9_Mock_H10","G9",337650,7961,9.19383977491485,10.7875018510292,77.948763512513,"G9_Mock_H10","G9_Mock_H10","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.22","pass",1.488356164,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",585354,74,456566,0,103192,0,4.1,0.28,NA,NA,NA,"sample312"
"Live_seq_exp7_120","Live",1147322,4665,4.64045838918804,6.73376785244247,87.3079222746535,"Live_seq_exp7_120","Live_seq_exp7_97","7","IBA","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S507","Ad2.26","",0.516441159,"no","20190507","_11 14-03",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1835668,74,1465071,0,287972,0,2.98,1.53,NA,NA,NA,"sample313"
"IBA_E7","IBA",451636,9585,3.56459626779088,9.72663826621439,86.0799404830439,"IBA_E7","IBA_E7","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.33","pass",2.719009073,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",822104,72,603939,0,163795,0,5.96,0.65,NA,NA,NA,"sample314"
"G9_LPS_F2","G9",449943,7700,5.6484932535899,9.23205828293806,82.6515803112839,"G9_LPS_F2","G9_LPS_F2","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S513","Ad2.2","pass",0.869388558,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",770996,74,600403,0,137143,0,4,0.34,NA,NA,NA,"sample315"
"G9_LPS_E11","G9",462755,7438,7.9495629436743,10.6257090685136,79.4245335004484,"G9_LPS_E11","G9_LPS_E11","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.11","pass",1.661360618,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",804381,74,621188,0,149026,0,3.86,0.39,NA,NA,NA,"sample316"
"G9_LPS_B8","G9",488256,7193,9.68549285620658,12.8006619478306,75.30230043256,"G9_LPS_B8","G9_LPS_B8","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.8","pass",1.214708053,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",887355,74,682084,0,170086,0,3.56,0.4,NA,NA,NA,"sample317"
"G9_Mock_A12","G9",406665,8251,12.7321013610712,14.5566990028648,69.7212693494645,"G9_Mock_A12","G9_Mock_A12","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S520","Ad2.26","pass",1.60933108,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",751950,74,588513,0,136074,0,3.42,0.22,NA,NA,NA,"sample318"
"G9_Mock_B7","G9",463094,8423,9.71185115764834,12.2275391173282,75.6645519052287,"G9_Mock_B7","G9_Mock_B7","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.19","pass",0.56369863,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",850937,74,658272,0,150976,0,4.54,0.36,NA,NA,NA,"sample319"
"IBA_F3","IBA",263274,8970,10.960824084414,11.4040885161467,78.2762445209174,"IBA_F3","IBA_F3","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S513","Ad2.29","pass",1.712960327,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",452155,74,360599,0,76173,0,3.17,0.23,NA,NA,NA,"sample320"
"G9_LPS_C8","G9",377191,7505,9.03759633713424,11.079002415222,77.1232611594656,"G9_LPS_C8","G9_LPS_C8","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S517","Ad2.8","pass",1.568389985,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",669054,74,520426,0,118583,0,4.1,0.39,NA,NA,NA,"sample321"
"Live_seq_exp7_149","Live",289770,2249,6.31466335369431,8.8232046105532,82.8236187320979,"Live_seq_exp7_149","Live_seq_exp7_17","7","Raw264.7_G9","cytoplasm","Mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S504","Ad2.17","",0.388283803,"no","20190313","_10 11-30",NA,NA,"",470,804,334,"","","cell_divides","",NA,"Raw264.7_not_treated",585127,74,396907,0,118123,0,5.55,6.43,NA,NA,NA,"sample322"
"IBA_H7","IBA",449106,9334,7.22724701963456,8.98830120283407,84.2266636384283,"IBA_H7","IBA_H7","scRNA","IBA","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S510","Ad2.33","pass",2.900471446,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",746340,74,583266,0,133995,0,3.63,0.27,NA,NA,NA,"sample323"
"G9_LPS_C2","G9",428731,7583,7.40487625107585,10.3969621977417,80.587594552295,"G9_LPS_C2","G9_LPS_C2","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S517","Ad2.2","pass",0.90283831,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",780974,74,603207,0,144672,0,3.85,0.39,NA,NA,NA,"sample324"
"G9_LPS_B6","G9",346206,7421,8.57812978400143,7.40166259394696,82.6216183428363,"G9_LPS_B6","G9_LPS_B6","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","LPS_treated",1e-08,"NextSeq500","NXT0481","1X75","S518","Ad2.6","pass",2.634354863,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",568962,74,447251,0,99002,0,3.57,0.42,NA,NA,NA,"sample325"
"Live_seq_exp7_122","Live",755116,5769,4.3117878577596,8.54504473484869,85.9652026973339,"Live_seq_exp7_122","Live_seq_exp7_122","scRNA","IBA","cytoplasm","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S506","Ad2.14","",0.944833695,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",1249430,74,987120,0,206689,0,2.8,1.65,NA,NA,NA,"sample326"
"G9_Mock_C6","G9",365418,7501,8.79458592625432,14.7836176652491,73.117908805806,"G9_Mock_C6","G9_Mock_C6","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S517","Ad2.18","pass",0.640642234,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",705836,73,533006,0,132395,0,5.27,0.45,NA,NA,NA,"sample327"
"G9_Mock_E11","G9",416894,8204,8.84061655960508,10.6293206426574,78.5900012952933,"G9_Mock_E11","G9_Mock_E11","scRNA","Raw264.7_G9","scRNA","Mouse","scRNA","not_treated",1e-08,"NextSeq500","NXT0481","1X75","S515","Ad2.23","pass",1.543061733,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",722539,74,562193,0,126837,0,4.42,0.22,NA,NA,NA,"sample328"
