"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","percent.rRNA","percent.protein","sample_name","original_sample_name","Batch","Cell_type","Compartment","Species","sampling_type","treatment","ERCC","Sequencer","Sequencing_run","Sequencing_protocol","i5_index","i7_index","cDNA_profile","cDNA_concentration","trial","Date","Probe","Cell_NO","Extract_NO","Note","Volume_preloaded_buffer_fl","Volume_extract_and_preload_fl","Volume_cell_extract_fl","Extraction_time_h","library_concentration","mCherry_TNFa","double_extraction","double_extraction_order","celltype_treatment","input.reads","ave.read.len","uniquely.mapped","multiple.mapped","too.many.mapped","too.many.mismatches","too.short","others","mCherry.log.intercept","mCherry.log.slope","mCherry.AUC","sample_ID"
"plate3_H8","plate3",176310,1481,8.18388066473825,16.7925812489365,74.1903465486926,"plate3_H8","exp8_92","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S508","Ad2.34","",0.151131163,"no","","",NA,NA,"good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",523284,75,257233,0,94318,0,31.14,1.68,9.50570054945383,0.358558359464491,396933.44322,"sample421"
"plate2_B6","plate2",407489,7664,5.16848307561677,14.3584243991862,79.2706060777101,"plate2_B6","plate2_B6","8_8","Raw264.7_G9","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S502","Ad2.18","",0.594852412,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",968893,75,710610,0,194446,0,6.29,0.3,NA,NA,NA,"sample422"
"plate4_F5","plate4",349990,2760,1.88719677705077,14.051544329838,83.9018257664505,"plate4_F5","exp8_161","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S517","Ad2.5","",0.258926432,"no","","",NA,NA,"emptied/lyzed",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",708739,75,464858,0,135421,0,14.48,0.82,NA,NA,NA,"sample423"
"plate2_B8","plate2",446731,9538,4.52889994202328,11.7099552079439,82.8126993649422,"plate2_B8","plate2_B8","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S502","Ad2.20","",1.28599712,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",885199,75,689515,0,154849,0,4.37,0.25,NA,NA,NA,"sample424"
"plate2_G9","plate2",303858,6866,7.24384416405031,20.6079813597141,73.2625107780608,"plate2_G9","plate2_G9","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S507","Ad2.21","",0.505579554,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",783135,75,550536,0,169350,0,7.76,0.32,NA,NA,NA,"sample425"
"plate1_C4","plate1",317770,4064,5.32460584699626,10.7511722314882,84.450073952859,"plate1_C4","exp8_64","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0590","1X75","S503","Ad2.4","",0.195754625,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",604180,75,428454,0,114518,0,9.43,0.7,NA,NA,NA,"sample426"
"plate2_F4","plate2",368109,7343,5.64832699010347,12.6617387784596,79.907310063052,"plate2_F4","plate2_F4","8_8","Raw264.7_G9","","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0590","1X75","S506","Ad2.16","",0.561735061,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",832140,75,607043,0,159615,0,7.49,0.38,NA,NA,NA,"sample427"
"plate4_G4","plate4",203229,1543,14.7380541162925,20.2072538860104,65.740125671041,"plate4_G4","exp8_172","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S518","Ad2.4","",0.189432063,"no","","",NA,NA,"detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",654930,75,310416,0,131321,0,30.71,1.84,NA,NA,NA,"sample428"
"plate5_D1","plate5",183483,1651,1.36252404854946,10.3388324803933,87.1742886261943,"plate5_D1","exp8_197","8_8","ASPC","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S515","Ad2.27","",0.229736125,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"ASPC_not_treated",579026,75,255712,0,92184,0,37.21,2.7,NA,NA,NA,"sample429"
"plate3_F10","plate3",370552,3492,15.6477363500939,50.5116690774844,32.7470908266586,"plate3_F10","exp8_70","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S506","Ad2.36","",0.314199162,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1465411,75,847982,0,312560,0,20.34,0.46,NA,NA,NA,"sample430"
"plate4_A7","plate4",146018,1706,6.60398033119204,24.1983865002945,67.7827391143558,"plate4_A7","exp8_103","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S510","Ad2.7","",0.090382618,"no","","",NA,NA,"good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",531189,75,239595,0,93370,0,36,1.32,NA,NA,NA,"sample431"
"plate5_E2","plate5",575727,3572,1.32354397136143,20.2569968057777,78.2773779933892,"plate5_E2","exp8_204","8_8","ASPC","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S516","Ad2.28","",0.335859745,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1445750,75,869641,0,305794,0,17.43,1.27,NA,NA,NA,"sample432"
"plate2_B9","plate2",395149,7815,4.31381580112818,21.7712812129096,74.2082100675948,"plate2_B9","plate2_B9","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S502","Ad2.21","",0.719402448,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",966952,75,700075,0,211168,0,5.63,0.13,NA,NA,NA,"sample433"
"plate2_H2","plate2",280589,7801,4.87367644490696,14.5565221730004,80.8267608494987,"plate2_H2","plate2_H2","8_8","IBA","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S508","Ad2.14","",0.902267819,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",641326,75,444528,0,137831,0,9,0.19,NA,NA,NA,"sample434"
"plate2_F7","plate2",374521,7553,5.03202757655779,13.0903207029779,80.8651584290334,"plate2_F7","plate2_F7","8_8","Raw264.7_G9","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S506","Ad2.19","",0.561015119,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",822312,75,602703,0,158997,0,7.05,0.32,NA,NA,NA,"sample435"
"plate2_B1","plate2",492486,9223,3.32821643660937,8.62258013425762,85.5926868987139,"plate2_B1","plate2_B1","8_8","IBA","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S502","Ad2.13","",0.923146148,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",957316,75,753930,0,159295,0,4.3,0.31,NA,NA,NA,"sample436"
"plate5_A4","plate5",98944,1462,0.988437904269082,20.8178363518758,77.4852441785252,"plate5_A4","exp8_224","8_8","ASPC","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S510","Ad2.30","",0.239057794,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"ASPC_not_treated",330305,75,153489,0,58004,0,33.83,2.14,NA,NA,NA,"sample437"
"plate2_E9","plate2",407880,8531,6.2905756595077,14.7906246935373,78.2965578111209,"plate2_E9","plate2_E9","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S505","Ad2.21","",0.820194384,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",880239,75,674121,0,168711,0,4.02,0.23,NA,NA,NA,"sample438"
"plate3_D4","plate3",685590,8647,10.2844265523126,16.0288218906343,74.1993027902974,"plate3_D4","exp8_40","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S504","Ad2.30","",1.071530777,"no","","",NA,NA,"detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1291677,75,927213,0,275576,0,6.76,0.12,NA,NA,NA,"sample439"
"plate2_B4","plate2",350994,6839,5.78670860470549,17.5330632432463,71.5433882060662,"plate2_B4","plate2_B4","8_8","Raw264.7_G9","","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0590","1X75","S502","Ad2.16","",0.584053276,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",912677,75,688343,0,160182,0,6.63,0.4,NA,NA,NA,"sample440"
"plate1_E5","plate1",434940,4029,4.51510553179749,11.1753345289005,84.7020278659125,"plate1_E5","exp8_169","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S505","Ad2.5","",0.192508926,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",835824,75,590561,0,163119,0,8.67,1.16,8.36805437511025,0.0837648185668018,26890.08633,"sample441"
"plate2_D8","plate2",266670,7952,5.86980162747966,22.1603479956501,72.675216559793,"plate2_D8","plate2_D8","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S504","Ad2.20","",1.132649388,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",616797,75,447871,0,139705,0,4.58,0.16,NA,NA,NA,"sample442"
"plate1_B1","plate1",575336,6479,5.7832292781957,14.1305254668576,80.5619672678226,"plate1_B1","exp8_16","8_8","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S502","Ad2.1","",0.315196365,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"IBA_not_treated",1145085,75,832358,0,242455,0,5.72,0.41,NA,NA,NA,"sample443"
"plate4_F2","plate4",509716,3341,6.64389581649389,24.4914815308917,69.3242903891579,"plate4_F2","exp8_158","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S517","Ad2.2","",0.322829299,"no","","",NA,NA,"detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1139699,75,767225,0,260638,0,9.34,0.47,NA,NA,NA,"sample444"
"plate4_D2","plate4",258738,1808,4.30203526347116,21.0166268580572,74.9576791967164,"plate4_D2","exp8_134","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S515","Ad2.2","",0.191828421,"no","","",NA,NA,"emptied/lyzed",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",628338,75,378187,0,138688,0,16.26,1.48,NA,NA,NA,"sample445"
"plate1_H7","plate1",405029,3430,6.79334072375064,11.8789024983396,82.1536235676951,"plate1_H7","exp8_111","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S508","Ad2.7","",0.139928595,"no","","",NA,NA,"emptied/lyzed",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",805551,75,550020,0,164262,0,9.91,1.42,NA,NA,NA,"sample446"
"plate1_G7","plate1",602508,4992,6.98696116898033,12.4064742708811,81.3887948375789,"plate1_G7","exp8_157","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S507","Ad2.7","",0.194456345,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1157248,75,825778,0,235030,0,7.45,0.88,NA,NA,NA,"sample447"
"plate2_E6","plate2",417409,7525,6.63617698707982,13.5854761157522,78.4638088781028,"plate2_E6","plate2_E6","8_8","Raw264.7_G9","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S505","Ad2.18","",0.457343413,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",958239,75,706892,0,181114,0,6.96,0.37,NA,NA,NA,"sample448"
"plate2_C4","plate2",564869,9030,5.5832414241178,11.1599326569523,81.3539068350361,"plate2_C4","plate2_C4","8_8","Raw264.7_G9","","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0590","1X75","S503","Ad2.16","",1.431425486,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",1124453,75,854511,0,206391,0,5.39,0.26,NA,NA,NA,"sample449"
"plate4_H5","plate4",243796,2702,0.0200987711037097,14.3435495250127,84.683916060969,"plate4_H5","exp8_185","8_8","ASPC","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S520","Ad2.5","",0.460220465,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"ASPC_not_treated",597494,75,348573,0,114440,0,21.27,1.24,NA,NA,NA,"sample450"
"plate1_A1","plate1",320072,4013,8.72834862156015,20.175772951086,71.6176360318928,"plate1_A1","exp8_22","8_8","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S501","Ad2.1","",0.138630315,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"IBA_not_treated",654177,75,469002,0,143218,0,5.98,0.44,NA,NA,NA,"sample451"
"plate1_A6","plate1",338265,4734,7.82020013894432,11.8690967141147,81.5044417838086,"plate1_A6","exp8_109","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S501","Ad2.6","",0.158753651,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",649339,75,463052,0,130650,0,8.05,0.52,9.01736268266954,0.23352451975016,119079.413615,"sample452"
"plate1_C1","plate1",358868,4484,6.17413645128571,19.649564742468,75.1638485459835,"plate1_C1","exp8_11","8_8","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S503","Ad2.1","",0.124998377,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"IBA_not_treated",791795,75,561005,0,173626,0,6.62,0.6,NA,NA,NA,"sample453"
"plate1_B7","plate1",389710,3816,6.88819891714352,11.8146827127864,82.1326114290113,"plate1_B7","exp8_90","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S502","Ad2.7","",0.143823434,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",779987,75,536792,0,154903,0,10.38,0.94,9.30621343625174,0.259144192924672,179925.60773,"sample454"
"plate2_G1","plate2",481132,8904,3.29098875152765,8.85869158567711,85.9431507361805,"plate2_G1","plate2_G1","8_8","IBA","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S507","Ad2.13","",1.130489561,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",925687,75,720177,0,165841,0,3.9,0.38,NA,NA,NA,"sample455"
"plate2_C1","plate2",468686,9246,5.7036053989238,10.4440926334476,80.4291145884451,"plate2_C1","plate2_C1","8_8","IBA","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S503","Ad2.13","",0.789956803,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",976318,75,766951,0,157254,0,5.02,0.31,NA,NA,NA,"sample456"
"plate2_G4","plate2",476059,8187,4.03941528255951,13.55063132931,80.1411169623933,"plate2_G4","plate2_G4","8_8","Raw264.7_G9","","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0590","1X75","S507","Ad2.16","",0.722282217,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",1077219,75,800739,0,203301,0,6.42,0.37,NA,NA,NA,"sample457"
"plate2_A2","plate2",364108,7849,3.22953629143002,14.0982895184945,81.2613290562141,"plate2_A2","plate2_A2","8_8","IBA","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S501","Ad2.14","",0.547336213,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",875734,75,638765,0,176977,0,6.57,0.28,NA,NA,NA,"sample458"
"plate4_A6","plate4",715121,9162,8.09555306025134,11.6139786134095,79.2022608761314,"plate4_A6","exp8_102","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S510","Ad2.6","",1.914010704,"no","","",NA,NA,"good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1336449,75,975569,0,262051,0,7.14,0.25,8.72906892850443,0.206966879639898,77992.225125,"sample459"
"plate2_E3","plate2",316323,7269,4.66643272857174,15.9975721019338,78.0904328803154,"plate2_E3","plate2_E3","8_8","Raw264.7_G9","","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0590","1X75","S505","Ad2.15","",0.445104392,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",816333,75,586454,0,169519,0,7.05,0.34,NA,NA,NA,"sample460"
"plate5_D4","plate5",172035,1860,0.79809341122446,9.47249106286511,89.0382770947772,"plate5_D4","exp8_221","8_8","ASPC","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S515","Ad2.30","",0.287817295,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"ASPC_not_treated",457130,75,226019,0,72313,0,32.35,2.39,NA,NA,NA,"sample461"
"plate3_E11","plate3",186419,1943,15.7693153594859,28.8216329880538,51.6320761295791,"plate3_E11","exp8_59","8_8","Raw264.7_G9","","mouse","Live_seq","LPS_treated",1e-08,"NextSeq500","NXT0590","1X75","S505","Ad2.37","",0.14404125,"no","","",NA,NA,"detached",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",534376,75,324332,0,108013,0,17.32,1.77,NA,NA,NA,"sample462"
"plate2_A1","plate2",324738,7686,1.57203653406746,13.9841964907094,84.1450646367225,"plate2_A1","plate2_A1","8_8","IBA","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S501","Ad2.13","",0.774838013,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",648677,75,490698,0,133586,0,3.61,0.15,NA,NA,NA,"sample463"
"plate2_H4","plate2",413032,8455,4.54855798097968,12.453514497666,81.2358364485076,"plate2_H4","plate2_H4","8_8","Raw264.7_G9","","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0590","1X75","S508","Ad2.16","",0.921706263,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",902503,75,663781,0,178973,0,6.28,0.34,NA,NA,NA,"sample464"
"plate2_A6","plate2",223743,6554,3.91565322714007,16.4496766379283,77.8840008402498,"plate2_A6","plate2_A6","8_8","Raw264.7_G9","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S501","Ad2.18","",0.373830094,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",559550,75,406377,0,111386,0,7.22,0.25,NA,NA,NA,"sample465"
"plate4_C2","plate4",587905,5011,22.5446288090763,29.4471045492044,46.3967817929768,"plate4_C2","exp8_122","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S513","Ad2.2","",0.716630721,"no","","",NA,NA,"good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",1479461,75,1009045,0,318459,0,9.77,0.5,9.3027808249337,-0.0055319536385268,43177.94937,"sample466"
"plate4_F6","plate4",91724,1167,1.46635558850464,18.3441629235533,79.8776765077842,"plate4_F6","exp8_162","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S517","Ad2.6","",0.210999281,"no","","",NA,NA,"good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",265778,75,131497,0,49327,0,29.45,2.51,NA,NA,NA,"sample467"
"plate3_G1","plate3",184450,1460,8.56600704798048,15.7229601518027,75.7977771753863,"plate3_G1","exp8_73","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S507","Ad2.27","",0.080232034,"no","","",NA,NA,"good",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",550291,75,270758,0,120648,0,24.75,4.12,8.67447592418323,0.372498095673396,174584.19613,"sample468"
"plate1_A7","plate1",429362,4899,7.43824558298126,12.0981828853042,81.6054983906354,"plate1_A7","exp8_179","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S501","Ad2.7","",0.200298604,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",822210,75,585688,0,164594,0,8.19,0.56,NA,NA,NA,"sample469"
"plate2_G2","plate2",322495,8529,3.12842059566815,11.2674615110312,83.2397401510101,"plate2_G2","plate2_G2","8_8","IBA","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S507","Ad2.14","",0.7050036,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",747271,75,520806,0,139993,0,11.27,0.3,NA,NA,NA,"sample470"
"plate4_B5","plate4",228599,2082,22.0473405395474,32.7022427919632,47.9065962668253,"plate4_B5","exp8_113","8_8","Raw264.7_G9","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S511","Ad2.5","",0.119138909,"no","","",NA,NA,"emptied/lyzed",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",836900,75,393124,0,164938,0,32.63,0.69,NA,NA,NA,"sample471"
"plate1_C2","plate1",431993,5309,5.37323521445949,12.2911713847215,82.9624554101571,"plate1_C2","exp8_28","8_8","IBA","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S503","Ad2.2","",0.293125609,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"IBA_not_treated",800116,75,568268,0,161890,0,8.3,0.44,NA,NA,NA,"sample472"
"plate5_E1","plate5",471254,3008,1.12975168380534,19.1310842984887,78.9308950162757,"plate5_E1","exp8_196","8_8","ASPC","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S516","Ad2.27","",0.298573068,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1337115,75,696767,0,215227,0,31.32,0.48,NA,NA,NA,"sample473"
"plate2_G7","plate2",271096,6581,4.35011951485821,14.4081801280727,79.9819989966654,"plate2_G7","plate2_G7","8_8","Raw264.7_G9","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S507","Ad2.19","",0.398308135,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",700418,75,483920,0,143575,0,9.97,0.45,NA,NA,NA,"sample474"
"plate4_H12","plate4",146042,1656,2.2158009339779,13.5755467605209,84.5866257651908,"plate4_H12","exp8_192","8_8","ASPC","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S520","Ad2.12","",0.290685501,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"ASPC_not_treated",425004,75,211091,0,101722,0,23.07,3.32,NA,NA,NA,"sample475"
"plate2_G8","plate2",589191,10214,6.46174160840882,10.4648577456207,82.7965803958309,"plate2_G8","plate2_G8","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S507","Ad2.20","",1.532217423,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",1073986,75,844487,0,182320,0,4.2,0.2,NA,NA,NA,"sample476"
"plate2_F3","plate2",176393,5016,3.05624372849263,16.612904140187,79.9680259420725,"plate2_F3","plate2_F3","8_8","Raw264.7_G9","","mouse","scRNA","LPS_treated",1e-07,"NextSeq500","NXT0590","1X75","S506","Ad2.15","",0.266558675,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"Raw264.7_LPS_treated",500419,75,336357,0,109784,0,10.45,0.4,NA,NA,NA,"sample477"
"plate1_D6","plate1",330815,4286,6.74848480268428,13.5522875323066,80.6169611414234,"plate1_D6","exp8_143","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S504","Ad2.6","",0.202246024,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",647342,75,451987,0,125174,0,10.42,0.43,NA,NA,NA,"sample478"
"plate2_A8","plate2",335110,9137,5.09981797021873,10.7460236937125,83.6889379606696,"plate2_A8","plate2_A8","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S501","Ad2.20","",1.342152628,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",628760,75,492238,0,112121,0,3.71,0.17,NA,NA,NA,"sample479"
"plate2_A9","plate2",328015,6728,8.17401643217536,18.3217230919318,74.4511683916894,"plate2_A9","plate2_A9","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S501","Ad2.21","",0.334953204,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",785890,75,548804,0,171864,0,8.1,0.2,NA,NA,NA,"sample480"
"plate5_B3","plate5",387868,2802,0.0273288850846164,20.4200913712913,78.9366485505378,"plate5_B3","exp8_215","8_8","ASPC","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S511","Ad2.29","",0.266305751,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"ASPC_not_treated",926009,75,577046,0,182788,0,17.03,0.91,NA,NA,NA,"sample481"
"plate5_H4","plate5",83553,1179,0.011968451162735,20.3212332292078,78.7105190717269,"plate5_H4","exp8_217","8_8","ASPC","","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S520","Ad2.30","",0.313631149,"no","","",NA,NA,"Good",NA,NA,NA,"","","","",NA,"ASPC_not_treated",328601,75,132386,0,67195,0,36.31,2.95,NA,NA,NA,"sample482"
"plate2_B2","plate2",462049,8446,4.71789788528922,13.267640445061,83.0409761735227,"plate2_B2","plate2_B2","8_8","IBA","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S502","Ad2.14","",0.741720662,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"IBA_not_treated",992961,75,722065,0,211155,0,5.83,0.19,NA,NA,NA,"sample483"
"plate1_D4","plate1",309864,5948,3.53187204709163,9.54838251620066,79.1156765548757,"plate1_D4","exp8_93","8_8","Raw264.7_G9","cytoplasm","mouse","Live_seq","not_treated",1e-08,"NextSeq500","NXT0590","1X75","S504","Ad2.4","",0.265212593,"no","","",NA,NA,"Detached",NA,NA,NA,"","","","",NA,"Raw264.7_not_treated",715668,75,545453,0,98516,0,9.39,0.63,NA,NA,NA,"sample484"
"plate2_E8","plate2",417410,9923,7.21161447976809,12.4965860904147,80.3665460817901,"plate2_E8","plate2_E8","8_8","ASPC","","mouse","scRNA","not_treated",1e-07,"NextSeq500","NXT0590","1X75","S505","Ad2.20","",1.736681066,"no","","",NA,NA,"",NA,NA,NA,"","","","",NA,"ASPC_not_treated",805766,75,634308,0,144054,0,3.17,0.23,NA,NA,NA,"sample485"
